lead_id,company_name,vertical,website,primary_phone,primary_email,address_line1,address_line2,city,region,postal_code,country,latitude,longitude,rating,review_count,employee_range,revenue_range,founded_year,tech_signals,tags,lead_score,score_explanations,created_at,updated_at
c5a035a7-71ed-4c90-b12f-f05c9b2553b2,Toon Law Firm,local_services,http://www.toonlawfirm.com/,+1 918-477-7884,,,,,,,,36.138918,-95.9752893,5,150,,,,,lawyer;point_of_interest;establishment,60,High rating: 5;Good review count: 150;Has website;Has phone number;Has location data,2025-09-23T12:38:16.163Z,2025-09-23T12:38:16.168Z
d5e5c680-fdfb-4cf4-a53c-0cecf5d01201,Gorospe Law Group,local_services,http://www.gorospelaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,+1 918-582-7775,,,,,,,,36.1408888,-95.96475319999999,5,121,,,,,lawyer;point_of_interest;establishment,60,High rating: 5;Good review count: 121;Has website;Has phone number;Has location data,2025-09-23T12:38:16.163Z,2025-09-23T12:38:16.168Z
898e4fca-0a0a-4e11-aee6-acbb8748b7a6,RC Law Group,local_services,http://www.rclawgroupok.com/,+1 918-978-7927,,,,,,,,36.1356499,-95.9862933,5,89,,,,,lawyer;point_of_interest;establishment,60,High rating: 5;Good review count: 89;Has website;Has phone number;Has location data,2025-09-23T12:38:16.163Z,2025-09-23T12:38:16.168Z
fd2da7d2-2d92-4892-bb4d-3440a94206d3,Wirth Law Office,local_services,https://www.wirthlawoffice.com/,+1 918-879-1681,,,,,,,,36.147758,-95.9949676,4.3,656,,,,,lawyer;point_of_interest;establishment,60,High rating: 4.3;Good review count: 656;Has website;Has phone number;Has location data,2025-09-23T12:38:16.164Z,2025-09-23T12:38:16.168Z
a9b13e48-8c9c-4515-9168-e347bcef4460,Law Offices of Jeff Martin,local_services,https://www.jeffmartinlaw.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google-local,+1 918-728-8888,,,,,,,,36.1357809,-95.98664199999999,4.7,743,,,,,lawyer;point_of_interest;establishment,60,High rating: 4.7;Good review count: 743;Has website;Has phone number;Has location data,2025-09-23T12:38:16.164Z,2025-09-23T12:38:16.168Z
ac87655e-38a4-4ef1-80cb-de8622011cb7,Carr & Carr Injury Attorneys,local_services,https://www.carrcarr.com/midtown-tulsa-office/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 918-747-1000,,,,,,,,36.100671,-95.940787,4.7,474,,,,,lawyer;point_of_interest;establishment,60,High rating: 4.7;Good review count: 474;Has website;Has phone number;Has location data,2025-09-23T12:38:16.164Z,2025-09-23T12:38:16.168Z
3e7738ba-c61b-466c-9077-3b928dbcb2a0,Wandres Law | Injury and Accident Attorneys,local_services,https://www.injurylawyertulsa.com/?utm_source=GMB&utm_medium=location%201&utm_campaign=GMBTulsa&utm_term=gmb,+1 918-716-5800,,,,,,,,36.1153169,-95.9768571,5,170,,,,,lawyer;point_of_interest;establishment,60,High rating: 5;Good review count: 170;Has website;Has phone number;Has location data,2025-09-23T12:38:16.164Z,2025-09-23T12:38:16.168Z
3933c323-cfea-4e4b-a6cb-46762ddbda26,Kania Law Office,local_services,http://www.kanialaw.com/,+1 918-743-2233,,,,,,,,36.0855538,-95.95737299999999,4.1,212,,,,,lawyer;point_of_interest;establishment,60,High rating: 4.1;Good review count: 212;Has website;Has phone number;Has location data,2025-09-23T12:38:16.164Z,2025-09-23T12:38:16.168Z
01ed2974-0630-47c4-a823-41af6f5c51ec,Truskett Law,local_services,https://truskettlaw.com/,+1 918-392-5444,,,,,,,,36.0323162,-95.9468972,5,395,,,,,lawyer;point_of_interest;establishment,60,High rating: 5;Good review count: 395;Has website;Has phone number;Has location data,2025-09-23T12:38:16.164Z,2025-09-23T12:38:16.168Z
1c7c3a11-9553-4fa0-b5ba-a6258aadb3f6,Edge Law Firm,local_services,http://www.edgelawfirm.com/,+1 918-582-6333,,,,,,,,36.1505037,-95.9904995,4.8,232,,,,,lawyer;point_of_interest;establishment,60,High rating: 4.8;Good review count: 232;Has website;Has phone number;Has location data,2025-09-23T12:38:16.164Z,2025-09-23T12:38:16.168Z
